method,dataset,dim,peak_memory_mb,vec_size,ef_search,qps,n_cmp,recall@1,recall@10,recall@100,recall@1000
SQ,sift,128,1205,64,190,10558.7,6425,0.7683,0.821446,0.856557,0.808568
original,youtube,1024,4658,4096,160,3397.23,4547,0.8283,0.837699,0.811487,0.550369
SQ,sift,128,1205,64,200,14697.9,6751,0.7683,0.821486,0.856926,0.816424
RabitQ,sift,128,2542,112,80,7383.82,2858,0.9778,0.98014,0.936253,0.604117
SQ,sift,128,1205,96,10,74071.1,600,0.8041,0.76681,0.506807,0.1844
RabitQ,sift,128,2542,112,90,6156.98,3185,0.9792,0.98226,0.947569,0.636805
original,youtube,1024,4658,4096,170,3212.79,4801,0.8312,0.840939,0.816585,0.563859
SQ,sift,128,1205,96,20,65383.1,913,0.8825,0.86844,0.671775,0.279597
RabitQ,sift,128,2542,112,100,7022.67,3514,0.9794,0.98376,0.956192,0.665949
SQ,sift,128,1209,96,30,27823.7,1227,0.9054,0.905653,0.767268,0.356533
original,youtube,1024,4658,4096,180,3186.94,5056,0.8347,0.84454,0.821314,0.576606
RabitQ,sift,128,2543,112,110,7215.6,3843,0.98,0.984801,0.962651,0.69219
SQ,sift,128,1210,96,40,39396.1,1547,0.9187,0.923449,0.827627,0.421715
original,youtube,1024,4658,4096,190,3590.18,5311,0.8373,0.84741,0.825515,0.588604
SQ,sift,128,1210,96,50,32157.1,1871,0.9232,0.933759,0.866832,0.477307
RabitQ,sift,128,2543,112,120,5548.55,4172,0.9806,0.985541,0.967778,0.715732
SQ,sift,128,1211,96,60,18728.5,2197,0.9279,0.939641,0.893186,0.525497
RabitQ,sift,128,2543,112,130,3394.77,4501,0.981,0.986141,0.971936,0.737019
original,youtube,1024,4658,4096,200,2718.27,5567,0.8399,0.8501,0.829463,0.600073
SQ,sift,128,1211,96,70,25190.3,2523,0.9302,0.943322,0.910978,0.56745
RabitQ,sift,128,2543,112,140,6211.6,4830,0.9812,0.986601,0.975149,0.756285
SQ,sift,128,1211,96,80,21278.2,2851,0.9321,0.945903,0.923599,0.604642
RabitQ,sift,128,2543,112,150,4721.09,5160,0.9815,0.986941,0.977738,0.773682
SQ,sift,128,1211,96,90,16322.6,3180,0.9331,0.947405,0.932747,0.637359
original,openai,1536,6483,6144,10,21165.9,709,0.8579,0.832403,0.551777,0.189221
SQ,sift,128,1211,96,100,21142.6,3507,0.9335,0.948585,0.93933,0.666562
RabitQ,sift,128,2544,112,160,4884.99,5489,0.9817,0.987281,0.979845,0.789549
original,openai,1536,6554,6144,20,9570.8,1086,0.9238,0.915731,0.716832,0.284397
SQ,sift,128,1211,96,110,23230.4,3835,0.9336,0.949265,0.944276,0.692662
RabitQ,sift,128,2544,112,170,3846,5818,0.9818,0.987591,0.981626,0.804015
original,openai,1536,6564,6144,30,7669,1463,0.9464,0.945946,0.805722,0.35905
SQ,sift,128,1211,96,120,21370.1,4164,0.934,0.949875,0.948063,0.716254
SQ,sift,128,1211,96,130,12800.8,4492,0.9346,0.950356,0.95101,0.737452
RabitQ,sift,128,2544,112,180,4001.94,6147,0.982,0.987891,0.983044,0.817365
original,openai,1536,6564,6144,40,4974.14,1845,0.9574,0.961338,0.858913,0.420428
SQ,sift,128,1211,96,140,11914.4,4821,0.9348,0.950616,0.953301,0.756745
original,openai,1536,6564,6144,50,5486,2229,0.9669,0.971119,0.893324,0.472285
RabitQ,sift,128,2544,112,190,3643.55,6477,0.9822,0.988141,0.98426,0.829563
SQ,sift,128,1211,96,150,19661,5149,0.9348,0.950916,0.955105,0.774071
original,openai,1536,6564,6144,60,6522.27,2613,0.9717,0.976369,0.915782,0.516517
RabitQ,sift,128,2544,112,200,4139.37,6807,0.9822,0.988351,0.985331,0.840746
SQ,sift,128,1211,96,160,17615.9,5478,0.935,0.951316,0.956568,0.789966
original,openai,1536,6565,6144,70,6526.48,2999,0.9762,0.9801,0.931452,0.554856
SQ,sift,128,1211,96,170,15018.5,5808,0.9353,0.951506,0.957771,0.804485
original,openai,1536,6565,6144,80,3172.73,3388,0.9795,0.98326,0.943493,0.588782
SQ,sift,128,1211,96,180,8744.36,6136,0.9355,0.951746,0.958733,0.817775
SQ,sift,128,1211,96,190,6046.36,6465,0.9356,0.951887,0.959588,0.82993
original,openai,1536,6565,6144,90,3433.61,3776,0.9811,0.98532,0.952336,0.618527
RabitQ,sift,128,2459,128,10,9218.93,601,0.8406,0.776424,0.506156,0.184243
SQ,sift,128,1211,96,200,13996.5,6793,0.9358,0.952097,0.960254,0.841027
RabitQ,sift,128,2526,128,20,8383.93,915,0.9271,0.889507,0.67147,0.279446
original,openai,1536,6565,6144,100,3546.3,4165,0.9832,0.98715,0.959281,0.64509
SQ,sift,128,1211,128,10,82644.2,601,0.8357,0.775823,0.506558,0.184399
RabitQ,sift,128,2546,128,30,9664.83,1230,0.9543,0.933842,0.767599,0.356221
SQ,sift,128,1212,128,20,33278.6,914,0.9207,0.886036,0.671666,0.279499
original,openai,1536,6565,6144,110,3425.15,4556,0.9845,0.98844,0.964828,0.66894
RabitQ,sift,128,2553,128,40,13683.6,1551,0.9669,0.955806,0.82939,0.421202
SQ,sift,128,1217,128,30,51320.6,1229,0.9472,0.929051,0.767783,0.356338
RabitQ,sift,128,2556,128,50,6330.42,1875,0.9746,0.968367,0.871132,0.47684
SQ,sift,128,1218,128,40,21944.7,1550,0.9596,0.950175,0.829319,0.421312
original,openai,1536,6565,6144,120,3189.36,4946,0.9859,0.98952,0.96915,0.690364
RabitQ,sift,128,2557,128,60,7604.3,2201,0.9781,0.976079,0.900214,0.524912
SQ,sift,128,1218,128,50,26727.4,1874,0.9663,0.962236,0.870899,0.477002
original,openai,1536,6566,6144,130,3491.06,5336,0.9873,0.99045,0.972648,0.709646
SQ,sift,128,1220,128,60,25939.8,2200,0.9709,0.969508,0.899813,0.525124
RabitQ,sift,128,2557,128,70,9532.08,2528,0.9814,0.98132,0.921121,0.56702
original,openai,1536,6566,6144,140,2869.92,5727,0.9885,0.99134,0.975596,0.727213
SQ,sift,128,1220,128,70,16576.1,2528,0.9738,0.974559,0.920317,0.567228
RabitQ,sift,128,2558,128,80,7985.86,2857,0.9834,0.9847,0.936806,0.604096
SQ,sift,128,1220,128,80,9908.75,2856,0.976,0.977669,0.935638,0.604285
RabitQ,sift,128,2558,128,90,4638.9,3185,0.9844,0.98677,0.948327,0.636805
original,openai,1536,6566,6144,150,2765.52,6119,0.9898,0.99195,0.978059,0.743223
SQ,sift,128,1220,128,90,23183,3184,0.9769,0.97958,0.946785,0.636998
RabitQ,sift,128,2558,128,100,4060.44,3513,0.985,0.98851,0.957134,0.665945
original,openai,1536,6566,6144,160,3053.78,6510,0.9905,0.99263,0.980295,0.7579
SQ,sift,128,1220,128,100,14829.9,3512,0.9774,0.98108,0.955119,0.666161
RabitQ,sift,128,2558,128,110,5572.21,3843,0.9855,0.98958,0.963853,0.692218
SQ,sift,128,1220,128,110,8984.3,3841,0.978,0.98206,0.96136,0.692327
original,openai,1536,6567,6144,170,2715.53,6902,0.9911,0.99316,0.98212,0.771313
RabitQ,sift,128,2558,128,120,6266.1,4172,0.986,0.99047,0.969155,0.715706
SQ,sift,128,1220,128,120,17539.5,4170,0.9785,0.9829,0.966487,0.7159
RabitQ,sift,128,2558,128,130,3797.1,4501,0.9866,0.99115,0.973491,0.737022
SQ,sift,128,1220,128,130,8829.66,4499,0.9789,0.98347,0.970457,0.737151
original,openai,1536,6567,6144,180,2641.15,7295,0.9922,0.99363,0.983731,0.783697
SQ,sift,128,1220,128,140,14045.1,4828,0.9792,0.983941,0.973639,0.75648
RabitQ,sift,128,2558,128,140,3882.77,4830,0.9869,0.991701,0.977002,0.756309
original,openai,1536,6567,6144,190,2614.04,7687,0.9927,0.994,0.985047,0.795039
SQ,sift,128,1220,128,150,13263.8,5157,0.9794,0.984321,0.976152,0.773871
RabitQ,sift,128,2559,128,150,5559.24,5160,0.9872,0.992031,0.97968,0.773701
SQ,sift,128,1220,128,160,7397.35,5486,0.9795,0.984651,0.978162,0.789718
original,openai,1536,6567,6144,200,2550.22,8080,0.9929,0.99421,0.986203,0.80547
SQ,sift,128,1222,128,170,14789.3,5815,0.9798,0.984981,0.979839,0.804229
RabitQ,sift,128,2559,128,160,5295.16,5489,0.9873,0.992371,0.981932,0.789562
SQ,sift,128,1222,128,180,16103.8,6144,0.98,0.985201,0.981205,0.817534
RabitQ,sift,128,2559,128,170,5176.09,5818,0.9875,0.992801,0.983803,0.804019
SQ,sift,128,1222,128,190,15332.9,6474,0.9802,0.985481,0.982414,0.829699
RabitQ,sift,128,2560,128,180,4974.9,6147,0.9877,0.993081,0.985335,0.81737
SQ,sift,128,1222,128,200,14391.9,6803,0.9803,0.985651,0.983431,0.84083
RabitQ,sift,128,2560,128,190,4609.09,6477,0.9878,0.993341,0.986662,0.829543
SQ,sift,128,1222,256,10,142903,601,0.8446,0.777584,0.50634,0.184339
SQ,sift,128,1222,256,20,58715.2,914,0.9319,0.891138,0.671468,0.2794
original,openai,3072,12347,12288,10,2903.36,707,0.8514,0.832276,0.549446,0.187931
RabitQ,sift,128,2560,128,200,4431.42,6807,0.988,0.993571,0.987835,0.840735
SQ,sift,128,1222,256,30,49897,1230,0.9598,0.936322,0.767708,0.356188
SQ,sift,128,1222,256,40,50140.9,1551,0.9725,0.958747,0.829451,0.421219
original,openai,3072,12412,12288,20,5735.32,1085,0.9178,0.915864,0.714526,0.282274
SQ,sift,128,1223,256,50,15604.3,1875,0.9801,0.971668,0.871147,0.476833
original,openai,3072,12423,12288,30,4160.08,1462,0.9457,0.947766,0.803936,0.356191
SQ,sift,128,1224,256,60,29861.1,2201,0.9842,0.979849,0.900387,0.525001
original,openai,3072,12424,12288,40,2904.22,1840,0.9579,0.961777,0.857592,0.416923
SQ,sift,128,1224,256,70,18970.5,2529,0.9873,0.985289,0.921365,0.567053
SQ,sift,128,1224,256,80,6914.27,2858,0.9894,0.988829,0.937228,0.604123
RabitQ,sift,128,2474,144,10,32553.1,601,0.8416,0.776934,0.50619,0.184269
original,openai,3072,12425,12288,50,2672.32,2221,0.9648,0.970857,0.892261,0.468622
RabitQ,sift,128,2542,144,20,23967.2,914,0.9291,0.890328,0.671489,0.2794
SQ,sift,128,1224,256,90,28720.9,3186,0.9905,0.991069,0.948903,0.636862
RabitQ,sift,128,2562,144,30,7576.02,1230,0.957,0.935112,0.767811,0.356269
SQ,sift,128,1224,256,100,16532.9,3514,0.9909,0.99274,0.957852,0.665962
original,openai,3072,12425,12288,60,2411.4,2604,0.9696,0.975998,0.915459,0.513118
SQ,sift,128,1224,256,110,19188.3,3843,0.9915,0.99386,0.964654,0.692192
RabitQ,sift,128,2569,144,40,13096,1551,0.9695,0.957266,0.829403,0.421188
SQ,sift,128,1224,256,120,13955,4172,0.9922,0.99474,0.970223,0.715721
RabitQ,sift,128,2571,144,50,11827.4,1875,0.9771,0.970068,0.871174,0.476829
original,openai,3072,12426,12288,70,2904.14,2989,0.9748,0.980048,0.931986,0.551935
SQ,sift,128,1224,256,130,12166.8,4501,0.9925,0.99547,0.974703,0.737013
RabitQ,sift,128,2572,144,60,5554.1,2201,0.9809,0.978059,0.900333,0.524938
SQ,sift,128,1224,256,140,18795.8,4831,0.9928,0.996071,0.97832,0.756281
original,openai,3072,12426,12288,80,2245.24,3376,0.9772,0.983008,0.944167,0.586018
RabitQ,sift,128,2572,144,70,11197.7,2528,0.9843,0.983469,0.921221,0.567008
SQ,sift,128,1224,256,150,16934.3,5160,0.9931,0.99645,0.981179,0.773708
RabitQ,sift,128,2573,144,80,5650.8,2857,0.9863,0.98683,0.936982,0.604091
SQ,sift,128,1224,256,160,12193.3,5489,0.9932,0.996831,0.983585,0.789575
original,openai,3072,12426,12288,90,2099.96,3763,0.9797,0.985339,0.953399,0.61624
RabitQ,sift,128,2573,144,90,8790.12,3185,0.9873,0.989009,0.948624,0.636831
SQ,sift,128,1224,256,170,18498.9,5818,0.9934,0.99726,0.985622,0.804045
RabitQ,sift,128,2573,144,100,4027.79,3513,0.9878,0.99077,0.957553,0.665935
SQ,sift,128,1224,256,180,7357.46,6148,0.9936,0.99753,0.987287,0.817379
original,openai,3072,12426,12288,100,1680.78,4150,0.9814,0.986589,0.96018,0.642929
RabitQ,sift,128,2573,144,110,6758.06,3843,0.9884,0.99184,0.964272,0.692197
SQ,sift,128,1224,256,190,12714,6477,0.9937,0.99781,0.988763,0.829558
RabitQ,sift,128,2574,144,120,3361.12,4172,0.989,0.992671,0.969742,0.715722
SQ,sift,128,1224,256,200,5464.15,6807,0.9939,0.998061,0.990049,0.840765
original,openai,3072,12426,12288,110,1750.39,4540,0.9833,0.988079,0.965721,0.667021
RabitQ,sift,128,2574,144,130,6330.78,4501,0.9893,0.99342,0.974136,0.736981
SQ,word2vec,300,1592,150,10,2297.48,472,0.049,0.0839999,0.09359,0.04419
SQ,word2vec,300,1595,150,20,6904.85,742,0.078,0.1255,0.1534,0.080301
SQ,word2vec,300,1599,150,30,13626.7,978,0.096,0.1512,0.18842,0.108422
SQ,word2vec,300,1601,150,40,16287.7,1178,0.107,0.1647,0.20708,0.130119
SQ,word2vec,300,1607,150,50,14384.6,1372,0.115,0.1768,0.22523,0.151086
SQ,word2vec,300,1608,150,60,13446.7,1561,0.121,0.1853,0.23722,0.169455
SQ,word2vec,300,1609,150,70,12417.4,1750,0.127,0.1933,0.24697,0.186708
SQ,word2vec,300,1609,150,80,15294.8,1907,0.129,0.1982,0.25296,0.199942
SQ,word2vec,300,1609,150,90,15816.4,2075,0.132,0.2012,0.25695,0.212144
RabitQ,sift,128,2574,144,140,4061.45,4830,0.9896,0.994011,0.977635,0.756267
SQ,word2vec,300,1609,150,100,16373.7,2248,0.134,0.2048,0.26156,0.223986
SQ,word2vec,300,1609,150,110,9410.8,2405,0.139,0.2083,0.26544,0.234132
SQ,word2vec,300,1609,150,120,8640.92,2573,0.144,0.212,0.27026,0.244996
SQ,word2vec,300,1609,150,130,5732.69,2729,0.146,0.2144,0.27209,0.253125
original,openai,3072,12427,12288,120,1643.23,4928,0.9856,0.989369,0.97025,0.68869
SQ,word2vec,300,1610,150,140,7505.16,2891,0.147,0.2164,0.27432,0.261573
SQ,word2vec,300,1610,150,150,4758.74,3048,0.149,0.2193,0.27723,0.269949
SQ,word2vec,300,1610,150,160,5361.97,3203,0.151,0.2204,0.27978,0.27717
SQ,word2vec,300,1610,150,170,4728.26,3352,0.153,0.2225,0.2812,0.283088
SQ,word2vec,300,1610,150,180,4071.96,3515,0.156,0.2241,0.28233,0.289223
SQ,word2vec,300,1610,150,190,3923.39,3671,0.156,0.2262,0.28381,0.294641
RabitQ,sift,128,2574,144,150,5962.65,5159,0.9899,0.994361,0.98042,0.773696
SQ,word2vec,300,1610,150,200,3561.23,3828,0.155,0.2282,0.28564,0.300262
SQ,word2vec,300,1611,225,10,51496.8,498,0.186,0.2329,0.1817,0.07113
SQ,word2vec,300,1612,225,20,47813.5,744,0.249,0.314301,0.27025,0.113408
SQ,word2vec,300,1613,225,30,35294.2,949,0.292,0.354301,0.32376,0.145579
SQ,word2vec,300,1613,225,40,31311.2,1134,0.325,0.386601,0.36254,0.172393
SQ,word2vec,300,1613,225,50,28036.8,1316,0.349,0.416601,0.39569,0.197134
SQ,word2vec,300,1613,225,60,24052.7,1481,0.364,0.432901,0.41624,0.217923
SQ,word2vec,300,1614,225,70,16879.8,1649,0.374,0.4449,0.43298,0.236489
SQ,word2vec,300,1614,225,80,21133.2,1823,0.383,0.4576,0.44846,0.255303
SQ,word2vec,300,1614,225,90,16161.4,1979,0.394,0.467,0.46124,0.271384
SQ,word2vec,300,1614,225,100,18060.7,2146,0.403,0.4747,0.47264,0.286803
RabitQ,sift,128,2574,144,160,2678.21,5489,0.99,0.994721,0.982777,0.789554
SQ,word2vec,300,1614,225,110,12232.8,2305,0.408,0.4809,0.4807,0.300577
original,openai,3072,12427,12288,130,1451.52,5318,0.9874,0.990359,0.973832,0.7083
SQ,word2vec,300,1614,225,120,8576.69,2461,0.415,0.4881,0.48897,0.313875
SQ,word2vec,300,1614,225,130,4760.6,2616,0.42,0.4952,0.49599,0.326428
SQ,word2vec,300,1614,225,140,3469.08,2766,0.421,0.5018,0.50283,0.338113
SQ,word2vec,300,1614,225,150,4390.11,2920,0.426,0.5077,0.50924,0.349646
SQ,word2vec,300,1614,225,160,5146.98,3075,0.433,0.513,0.51635,0.360586
SQ,word2vec,300,1614,225,170,3641.89,3232,0.436,0.5171,0.52171,0.371237
SQ,word2vec,300,1614,225,180,4956.98,3387,0.44,0.5209,0.52605,0.381008
SQ,word2vec,300,1614,225,190,2730.19,3538,0.444,0.5244,0.53074,0.390379
SQ,word2vec,300,1614,225,200,3470.77,3689,0.448,0.5273,0.53459,0.398912
RabitQ,sift,128,2574,144,170,3704.64,5818,0.9902,0.995121,0.984755,0.804034
SQ,word2vec,300,1623,300,10,41079.2,495,0.261,0.2768,0.19637,0.073718
SQ,word2vec,300,1624,300,20,38644.5,723,0.347,0.3796,0.29195,0.115462
SQ,word2vec,300,1624,300,30,31621.9,927,0.406,0.4478,0.35798,0.148779
SQ,word2vec,300,1624,300,40,29369.9,1108,0.437,0.4816,0.40006,0.174617
SQ,word2vec,300,1624,300,50,30785.8,1284,0.467,0.5112,0.43478,0.198389
SQ,word2vec,300,1624,300,60,25750.7,1462,0.495,0.532999,0.46241,0.220206
SQ,word2vec,300,1626,300,70,24692.4,1624,0.512,0.5531,0.48608,0.239666
SQ,word2vec,300,1626,300,80,21887.3,1796,0.522,0.569699,0.5071,0.258565
SQ,word2vec,300,1627,300,90,17258.6,1956,0.536,0.5807,0.52246,0.274846
RabitQ,sift,128,2575,144,180,3955.05,6148,0.9904,0.995401,0.986346,0.817386
SQ,word2vec,300,1627,300,100,17986.2,2122,0.557,0.5955,0.53847,0.291491
SQ,word2vec,300,1627,300,110,7629.32,2281,0.566,0.607,0.55134,0.306138
SQ,word2vec,300,1627,300,120,9626.47,2444,0.575,0.6159,0.56352,0.320828
original,openai,3072,12427,12288,140,1223.98,5706,0.989,0.99133,0.976777,0.725994
SQ,word2vec,300,1627,300,130,7834.82,2602,0.586,0.6274,0.57728,0.334747
SQ,word2vec,300,1627,300,140,3311.26,2764,0.588,0.6341,0.58682,0.34736
SQ,word2vec,300,1627,300,150,3995.98,2921,0.595,0.6401,0.59611,0.35951
SQ,word2vec,300,1627,300,160,4743.02,3075,0.6,0.6482,0.60507,0.371155
SQ,word2vec,300,1629,300,170,3926.04,3234,0.603,0.6531,0.61224,0.382262
SQ,word2vec,300,1629,300,180,4659.16,3389,0.61,0.6592,0.61984,0.392909
SQ,word2vec,300,1629,300,190,4256.07,3541,0.611,0.663999,0.6263,0.402565
RabitQ,sift,128,2575,144,190,3510.83,6477,0.9905,0.995641,0.987734,0.829512
SQ,word2vec,300,1629,300,200,3808.77,3685,0.612,0.667199,0.631591,0.411501
SQ,word2vec,300,1632,600,10,56639.5,499,0.292,0.2817,0.1968,0.073847
SQ,word2vec,300,1632,600,20,40658.4,724,0.389,0.3909,0.29474,0.115578
SQ,word2vec,300,1632,600,30,25421.9,924,0.453,0.4539,0.3587,0.148012
SQ,word2vec,300,1632,600,40,22191,1105,0.493,0.4951,0.40157,0.174536
SQ,word2vec,300,1632,600,50,18915.9,1284,0.526,0.5318,0.44002,0.19875
SQ,word2vec,300,1632,600,60,17146.7,1460,0.558,0.5566,0.4695,0.220472
SQ,word2vec,300,1632,600,70,14700.9,1626,0.574,0.5745,0.49245,0.239659
RabitQ,sift,128,2575,144,200,3487.38,6806,0.9907,0.995871,0.988959,0.840738
SQ,word2vec,300,1632,600,80,13360.3,1793,0.588,0.5897,0.51223,0.257979
original,openai,3072,12428,12288,150,1393.65,6096,0.9901,0.99236,0.979288,0.742104
SQ,word2vec,300,1632,600,90,11689,1957,0.601,0.6059,0.53155,0.275437
SQ,word2vec,300,1632,600,100,5454.3,2115,0.615,0.6179,0.54616,0.290625
SQ,word2vec,300,1632,600,110,3379.94,2275,0.628,0.6314,0.56122,0.305993
SQ,word2vec,300,1632,600,120,4276.72,2431,0.639,0.6406,0.57261,0.319677
SQ,word2vec,300,1632,600,130,4091.42,2589,0.648,0.6521,0.58453,0.332991
SQ,word2vec,300,1632,600,140,3226.83,2752,0.658,0.6631,0.59727,0.347157
SQ,word2vec,300,1632,600,150,3493.46,2908,0.665,0.6694,0.60626,0.358698
SQ,word2vec,300,1632,600,160,3399.69,3069,0.676,0.679,0.61801,0.371579
SQ,word2vec,300,1632,600,170,3586.14,3221,0.684,0.6851,0.62587,0.382055
SQ,word2vec,300,1632,600,180,2622.35,3374,0.689,0.6907,0.63298,0.392065
SQ,word2vec,300,1632,600,190,3408.37,3527,0.695,0.6964,0.64024,0.402234
SQ,word2vec,300,1632,600,200,3505.64,3676,0.703,0.703199,0.64704,0.411876
SQ,msong,420,2038,210,10,14306.1,602,0.53,0.2007,0.21744,0.105446
SQ,msong,420,2041,210,20,17732.3,928,0.653,0.216,0.24436,0.165704
SQ,msong,420,2047,210,30,13689.7,1227,0.731,0.2241,0.25229,0.211545
original,openai,3072,12428,12288,160,1197.89,6486,0.9906,0.99297,0.981385,0.756857
SQ,msong,420,2051,210,40,13176.2,1505,0.77,0.2249,0.25237,0.244295
SQ,msong,420,2053,210,50,5206.59,1785,0.788,0.2236,0.25026,0.2675
SQ,msong,420,2055,210,60,3389.75,2069,0.813,0.2254,0.24856,0.285447
SQ,msong,420,2055,210,70,2482.15,2350,0.832,0.2267,0.24684,0.298467
SQ,msong,420,2055,210,80,5492.51,2628,0.848,0.2272,0.24509,0.307897
SQ,msong,420,2056,210,90,3281.11,2908,0.856,0.2274,0.24306,0.314905
SQ,msong,420,2056,210,100,3864.47,3195,0.865,0.2282,0.24233,0.321113
SQ,msong,420,2056,210,110,4826.75,3474,0.88,0.2295,0.24208,0.326209
SQ,msong,420,2056,210,120,4664.08,3753,0.884,0.2298,0.24102,0.329203
SQ,msong,420,2056,210,130,3665.94,4038,0.895,0.2308,0.23991,0.331723
SQ,msong,420,2056,210,140,5348.83,4327,0.898,0.231,0.23906,0.333215
SQ,msong,420,2057,210,150,4814.93,4609,0.903,0.2314,0.2386,0.334388
SQ,msong,420,2057,210,160,5176.18,4892,0.908,0.2317,0.23825,0.335258
SQ,msong,420,2057,210,170,5921.98,5170,0.911,0.2317,0.2377,0.335912
SQ,msong,420,2057,210,180,3943.73,5452,0.915,0.2316,0.23713,0.336314
SQ,msong,420,2057,210,190,4112.35,5736,0.922,0.2324,0.23685,0.336659
SQ,msong,420,2057,210,200,3544.54,6026,0.927,0.2328,0.23643,0.336521
SQ,msong,420,2062,315,10,18004.4,556,0.837,0.4338,0.40178,0.155013
SQ,msong,420,2064,315,20,10690.4,840,0.924,0.4476,0.45674,0.233664
original,openai,3072,12428,12288,170,914.688,6876,0.9913,0.99355,0.983095,0.770508
SQ,msong,420,2071,315,30,5101.88,1120,0.952,0.4499,0.47043,0.294574
SQ,msong,420,2071,315,40,11536.7,1401,0.961,0.4493,0.47496,0.343985
SQ,msong,420,2071,315,50,10516.4,1686,0.971,0.4502,0.47801,0.383835
SQ,msong,420,2071,315,60,9909.53,1971,0.979,0.4513,0.478,0.414874
SQ,msong,420,2071,315,70,6246.25,2259,0.984,0.4512,0.47786,0.439614
SQ,msong,420,2071,315,80,7142.65,2548,0.985,0.4508,0.47676,0.458779
SQ,msong,420,2071,315,90,5791.09,2835,0.987,0.4502,0.47586,0.473972
SQ,msong,420,2072,315,100,5644.65,3125,0.99,0.4505,0.47498,0.486474
SQ,msong,420,2072,315,110,3661.96,3412,0.993,0.451099,0.47435,0.496668
SQ,msong,420,2072,315,120,5490.31,3701,0.993,0.4506,0.47363,0.504648
SQ,msong,420,2072,315,130,4826.21,3991,0.994,0.450799,0.47287,0.511463
SQ,msong,420,2072,315,140,4027.76,4280,0.994,0.450599,0.47235,0.517074
SQ,msong,420,2072,315,150,4136.7,4569,0.994,0.449999,0.47175,0.521406
SQ,msong,420,2072,315,160,4253.54,4859,0.994,0.4498,0.47118,0.524997
SQ,msong,420,2072,315,170,4066.97,5149,0.994,0.449699,0.47096,0.528396
SQ,msong,420,2072,315,180,3808.39,5438,0.994,0.449699,0.47057,0.531103
SQ,msong,420,2072,315,190,3495.8,5728,0.994,0.449699,0.47034,0.5332
SQ,msong,420,2072,315,200,3014.96,6016,0.994,0.449599,0.47015,0.535292
SQ,msong,420,2072,420,10,34131,512,0.96,0.706399,0.55396,0.185382
SQ,msong,420,2077,420,20,22958.2,791,0.991,0.722,0.66535,0.283344
